EntryNum1,FirstAuthLastName2,Year3,NumCites4,DatePulled5,Dbsource6,FullCite7,ScaleTitle8,CronAlpha9,NumItems10,Intermixed11,FirstValidation12,ItemTexts13,ScalePoints14,Instructions15,Notes16,jif17,Category18,EgoStatements19,,
38,Makenzius,2019,3,02-06-2021,Google Scholar,"Makenzius, M., McKinney, G., Oguttu, M., & Romild, U. (2019). Stigma related to contraceptive use and abortion in Kenya: scale development and validation. Reproductive health, 16(1), 1-10.","Fear of contagion, SABA",0.8,3,FALSE,TRUE,"A woman who has an abortion can make other people fall ill or get sick.; A woman who has an abortion should be isolated from other people in the community for at least 1 month after having an abortion.;  If a man has sex with a woman who has had an abortion, he will become infected with a disease.",5,five-point Likert scale.,"Fear of contagion, SABA",1.662,Biomedical,FALSE,,
39,Tu,2018,1,02-06-2021,Google Scholar,"Tu, W. M., Pfaller, J., Iwanaga, K., Chan, F., Strauser, D., Wang, M. H., & Ditchman, N. (2018). A Psychometric Validation of the Employers’ Stigmatizing Attitudes Toward Cancer Survivors Scale. Journal of occupational rehabilitation, 28(3), 541-547.",ESATPD-Cancer Scale,0.8,6,FALSE,TRUE,"In my opinion/experience, co-workers are not very comfortable working with cancer survivors; In my opinion/experience, cancer survivors have trouble getting their work done on time and often needs others to help them finish the job; In my opinion/experience, cancer survivors have trouble getting along with others on the job; In my opinion/experience, cancer survivors often require extra time to learn new work tasks; In my opinion/experience, cancer survivors often require some sort of job accommodation (e.g., specialized equipment, facility modifications, adjustments to work schedules or job duties) to do their job; In my opinion/experience, cancer survivors tend to call in sick more often than other workers due to health or personal problem",7,Each item was rated on a 7-point Likert-type scale ranging from 1 (strongly disagree) to 7 (strongly agree).,,2.93,Business,FALSE,,
40,Lee,2001,28,1/25/2021,Google Scholar,"Lee, J. N., Rigby, S. A., Burchardt, F., Thornton, E. W., Dougan, C., & Young, C. A. (2001). Quality of life issues in motor neurone disease: the development and validation of a coping strategies questionnaire, the MND Coping Scale. Journal of the neurological sciences, 191(1-2), 79-85.",Support,0.76,4,TRUE,TRUE,"I rely on supportive and stable relationships with my friends and family; I am willing to make use of whatever help is offered, whether support in the home, treatment for symptoms, hospice care or counseling; I use whatever equipment is appropriate and available to me; I try to spend as much time as possible with my friends and family",6,The following statements are examples of how people might be expected to cope with the physical and/or emotional effects of having motor neurone disease. There are no correct strategies and different people may use different strategies. For each of the statements below please circle the number on the scale that best describes the extent to which YOU use each specific ‘coping strategy.’ Please circle only one number for each item and ensure all 22 items are completed.,"Table 6 reports alpha values for six factors, each of which is treated as a subscale.",2.05,Biomedical,TRUE,,
41,Lee,2001,28,1/26/2021,Google Scholar,"Lee, J. N., Rigby, S. A., Burchardt, F., Thornton, E. W., Dougan, C., & Young, C. A. (2001). Quality of life issues in motor neurone disease: the development and validation of a coping strategies questionnaire, the MND Coping Scale. Journal of the neurological sciences, 191(1-2), 79-85.",Positive Action,0.75,3,TRUE,TRUE,"I make up my mind to fight it; I plan for the future e.g., holidays; I still try to find something to laugh about",6,The following statements are examples of how people might be expected to cope with the physical and/or emotional effects of having motor neurone disease. There are no correct strategies and different people may use different strategies. For each of the statements below please circle the number on the scale that best describes the extent to which YOU use each specific ‘coping strategy.’ Please circle only one number for each item and ensure all 22 items are completed.,,2.05,Biomedical,TRUE,,
42,Lee,2001,28,1/27/2021,Google Scholar,"Lee, J. N., Rigby, S. A., Burchardt, F., Thornton, E. W., Dougan, C., & Young, C. A. (2001). Quality of life issues in motor neurone disease: the development and validation of a coping strategies questionnaire, the MND Coping Scale. Journal of the neurological sciences, 191(1-2), 79-85.",Independence,0.66,4,TRUE,TRUE,I try to be as independent as possible; I try to lead as normal a life as possible; I decide where I want to go and when I want to go there; I take each day as it comes,6,The following statements are examples of how people might be expected to cope with the physical and/or emotional effects of having motor neurone disease. There are no correct strategies and different people may use different strategies. For each of the statements below please circle the number on the scale that best describes the extent to which YOU use each specific ‘coping strategy.’ Please circle only one number for each item and ensure all 22 items are completed.,"""The subscale ‘independence’ was negatively correlated to greater length of time since diagnosis, possibly reflecting the increased level of disability and dependence in subjects with longer disease duration. No correlations were found to suggest the increased use of any coping strategy with increased disability.""",2.05,Biomedical,TRUE,,
43,Lee,2001,28,1/28/2021,Google Scholar,"Lee, J. N., Rigby, S. A., Burchardt, F., Thornton, E. W., Dougan, C., & Young, C. A. (2001). Quality of life issues in motor neurone disease: the development and validation of a coping strategies questionnaire, the MND Coping Scale. Journal of the neurological sciences, 191(1-2), 79-85.",Avoidance/Venting,0.6,3,TRUE,TRUE,I try not to think about the possible consequences of my illness; I avoid information about my condition; I feel I need to let off steam from time to time,6,The following statements are examples of how people might be expected to cope with the physical and/or emotional effects of having motor neurone disease. There are no correct strategies and different people may use different strategies. For each of the statements below please circle the number on the scale that best describes the extent to which YOU use each specific ‘coping strategy.’ Please circle only one number for each item and ensure all 22 items are completed.,,2.05,Biomedical,TRUE,,
44,Lee,2001,28,1/29/2021,Google Scholar,"Lee, J. N., Rigby, S. A., Burchardt, F., Thornton, E. W., Dougan, C., & Young, C. A. (2001). Quality of life issues in motor neurone disease: the development and validation of a coping strategies questionnaire, the MND Coping Scale. Journal of the neurological sciences, 191(1-2), 79-85.",Information Seeking,0.53,2,TRUE,TRUE,"I ask the doctors for information regarding the progress of my condition; I try to find out more about Motor Neurone Disease, possible causes, treatments and research",6,The following statements are examples of how people might be expected to cope with the physical and/or emotional effects of having motor neurone disease. There are no correct strategies and different people may use different strategies. For each of the statements below please circle the number on the scale that best describes the extent to which YOU use each specific ‘coping strategy.’ Please circle only one number for each item and ensure all 22 items are completed.,"""Cronbach’s a was below 0.60, indicating these factors may be made up of complex multidimensional phenomena.""",2.05,Biomedical,TRUE,,
45,Lee,2001,28,1/30/2021,Google Scholar,"Lee, J. N., Rigby, S. A., Burchardt, F., Thornton, E. W., Dougan, C., & Young, C. A. (2001). Quality of life issues in motor neurone disease: the development and validation of a coping strategies questionnaire, the MND Coping Scale. Journal of the neurological sciences, 191(1-2), 79-85.",Positive Thinking,0.46,2,TRUE,TRUE,I prefer to focus on the positive outcomes of my illness; I keep hoping there will be a cure or some other good news for me,6,The following statements are examples of how people might be expected to cope with the physical and/or emotional effects of having motor neurone disease. There are no correct strategies and different people may use different strategies. For each of the statements below please circle the number on the scale that best describes the extent to which YOU use each specific ‘coping strategy.’ Please circle only one number for each item and ensure all 22 items are completed.,"""Cronbach’s a was below 0.60, indicating these factors may be made up of complex multidimensional phenomena.""",2.05,Biomedical,TRUE,,
46,Ekinci,2001,93,1/25/2021,Science Direct,"Ekinci, Y. (2001). The validation of the generic service quality dimensions: an alternative approach. Journal of Retailing and Consumer Services, 8(6), 1. https://doi.org/10.1016/S0969-6989(00)00037-0",Physical Quality,0.81,4,TRUE,FALSE,The hotel was bright and well lit; The hotel was clean and tidy; The decor was beautifully co-ordinated with great attention to detail; The hotel was dirty and unhygienic,5,"Subjects were asked to respond on a five-point itemised Likert scale which was labelled as strongly agree'(5), agree'(4), undecided'(3), disagree'(2), and stronglydisagree'(1)","""An analysis of the item-to-total correlation suggests that each item has a significant contribution to the measurement of the relevant construct. By the same token, the scale items display a good internal consistency. The obtained Cronbach alpha scores show that the reliability of each sub-scale; physical quality (0.81), staff behaviour and attitude (0.88), output quality (0.75), timeliness (0.85), are acceptable""",4.219,Business,FALSE,,
47,Ekinci,2001,93,1/26/2021,Science Direct,"Ekinci, Y. (2001). The validation of the generic service quality dimensions: an alternative approach. Journal of Retailing and Consumer Services, 8(6), 1. https://doi.org/10.1016/S0969-6989(00)00037-1",Staff behaviour and attitude,0.88,5,TRUE,FALSE,Staff recognised you; Staff seemed to anticipate what I wanted; Staff were really good they displayed effortless expertise; Staff were helpful and friendly; Staff listened to me,5,"Subjects were asked to respond on a five-point itemised Likert scale which was labelled as strongly agree'(5), agree'(4), undecided'(3), disagree'(2), and stronglydisagree'(1)","""An analysis of the item-to-total correlation suggests that each item has a significant contribution to the measurement of the relevant construct. By the same token, the scale items display a good internal consistency. The obtained Cronbach alpha scores show that the reliability of each sub-scale; physical quality (0.81), staff behaviour and attitude (0.88), output quality (0.75), timeliness (0.85), are acceptable""",4.219,Business,FALSE,,
